id,importanceSampling
1.0,0.739852
4.0,0.429074
5.0,6.224746
12.0,0.662290
29.0,0.980919
49.0,4.295898
50.0,0.519327
55.0,2.969925
57.0,-0.001522
73.0,2.076355
78.0,1.157864
97.0,0.380385
101.0,5.967312
105.0,0.582984
108.0,1.365273
116.0,8.873829
117.0,0.530459
120.0,0.774290
124.0,5.323633
126.0,0.837840
129.0,-0.021680
133.0,0.179732
134.0,4.680199
139.0,0.150811
